, C0,Dr No,Date Reported,Date Occurred,Time Occurred,Area Code,Area Name,Rpt Dist No,Part 1-2,Crime Code,Crime Description,Modus Operandi,Victim Age,Victim Gender,Victim Descent,Crime Location,Case Status,Street Address,Latitude,Longitude,Weapon Description,Cross Street,Age Group,Delay,Delay Category,Week Period,Month Period,Time Slot
9349,8097,201604731,2020-01-17,2020-01-16,1970-01-01 17:30:00,16,Foothill,1663,1,420,Theft From Motor Vehicle - Petty,0344 1300,26,Female,Hispanic/Latin/Mexican,Parking Lot,Invest Cont,11900 Wicks St,34.2386,-118.402,Data Missing,Data Missing,Adult,1,2 days,2020-01-13,2020-01-01,16-18
9350,8388,200105242,2020-01-18,2020-01-18,1970-01-01 04:00:00,1,Central,191,2,626,Intimate Partner - Simple Assault,2000 1813 1814 0913 2002 0416 0344,29,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,1400 Wright St,34.0396,-118.2726,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,4-6
9351,8399,200604826,2020-01-18,2020-01-18,1970-01-01 22:30:00,6,Hollywood,637,2,624,Battery - Simple Assault,0400 0416,48,Male,Black,Sidewalk,Invest Cont,6200 Hollywood Bl,34.103,-118.3225,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,22-24
9352,8747,200404727,2020-01-19,2020-01-19,1970-01-01 22:00:00,4,Hollenbeck,427,2,624,Battery - Simple Assault,0400 0416 1822 2014,24,Male,Other,Street,Invest Cont,Lillyvalle Av,34.0802,-118.1848,Strong-arm,VALLEY                       BL,Adult,0,1 day,2020-01-13,2020-01-01,22-24
9353,8873,200604837,2020-01-19,2020-01-17,1970-01-01 19:00:00,6,Hollywood,657,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Van Ness,34.0908,-118.3157,Data Missing,SANTA MONICA,Unknown,2,3-7 days,2020-01-13,2020-01-01,18-20
9354,9133,201405076,2020-01-19,2020-01-19,1970-01-01 19:10:00,14,Pacific,1446,2,740,Vandalism - Felony,0329 1601 0400,71,Male,White,"Vehicle, Passenger/truck",Invest Cont,Venice Bl,34.0056,-118.4301,Data Missing,INGLEWOOD                    BL,Old,0,1 day,2020-01-13,2020-01-01,18-20
9355,9185,200204940,2020-01-20,2020-01-20,1970-01-01 00:40:00,2,Rampart,238,1,251,Shots Fired At Inhabited Dwelling,1822 0450 1402,64,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,100 N Toluca St,34.0616,-118.2586,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,0-2
9356,9355,200704916,2020-01-20,2020-01-17,1970-01-01 18:00:00,7,Wilshire,782,1,440,Theft Plain - Petty,0344 0910,26,Female,White,Bus Stop,Invest Cont,Washington Bl,34.0387,-118.3717,Data Missing,FAIRFAX,Adult,3,3-7 days,2020-01-13,2020-01-01,18-20
9357,9414,200604882,2020-01-20,2020-01-20,1970-01-01 18:40:00,6,Hollywood,645,2,625,Other Assault,0356 0910,33,Male,Black,Mta - Red Line - Hollywood/highland,Juv Other,Hollywood,34.1016,-118.3387,Unknown Weapon/other Weapon,HIGHLAND,Adult,0,1 day,2020-01-20,2020-01-01,18-20
9358,9428,201104817,2020-01-20,2020-01-20,1970-01-01 14:00:00,11,Northeast,1101,1,330,Burglary From Vehicle,0344 1307,57,Male,Hispanic/Latin/Mexican,Parking Lot,Invest Cont,4700 Crystal Springs Dr,34.1516,-118.2859,Data Missing,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,14-16
9359,9442,201604833,2020-01-20,2020-01-16,1970-01-01 13:00:00,16,Foothill,1654,2,956,Letters- Lewd  -  Telephone Calls- Lewd,0913 1501,35,Male,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,12300 Osborne St,34.2647,-118.4019,Data Missing,Data Missing,Adult,4,3-7 days,2020-01-13,2020-01-01,12-14
9360,9508,201205463,2020-01-20,2020-01-20,1970-01-01 18:00:00,12,77th Street,1268,2,626,Intimate Partner - Simple Assault,0400 0416 2000 1814 0913,32,Female,Black,Single Family Dwelling,Invest Cont,200 W 79th St,33.9679,-118.2761,Strong-arm,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,18-20
9361,225,201804017,2020-01-01,2020-01-01,1970-01-01 01:00:00,18,Southeast,1822,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,10100 S Main St,33.9447,-118.2739,Data Missing,Data Missing,Unknown,0,1 day,2019-12-30,2020-01-01,0-2
9362,317,201404038,2020-01-01,2020-01-01,1970-01-01 09:00:00,14,Pacific,1488,1,236,Intimate Partner - Aggravated Assault,1814 0444 0913 2000 0408 0334 0401,23,Female,Black,Single Family Dwelling,Adult Arrest,8600 Ramsgate Av,33.9599,-118.3826,Unknown Firearm,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,8-10
9363,323,201604154,2020-01-01,2020-01-01,1970-01-01 13:00:00,16,Foothill,1658,2,888,Trespassing,1501,35,Male,White,Single Family Dwelling,Invest Cont,10200 Marcus Av,34.254,-118.282,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,12-14
9364,1143,201204423,2020-01-03,2020-01-03,1970-01-01 21:00:00,12,77th Street,1256,1,230,Assault With Deadly Weapon- Aggravated Assault,0400 0431 0361 0913,57,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,800 W 74th St,33.9727,-118.2871,Mace/pepper Spray,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,20-22
9365,1353,200604179,2020-01-04,2020-01-04,1970-01-01 00:10:00,6,Hollywood,668,1,330,Burglary From Vehicle,1601 1607 1300 0344 0329,24,Female,Hispanic/Latin/Mexican,Street,Invest Cont,5700 La Mirada Av,34.0938,-118.3136,Data Missing,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,0-2
9366,1506,201304184,2020-01-04,2020-01-04,1970-01-01 16:00:00,13,Newton,1303,1,210,Robbery,0202 1822 0344,29,Female,Hispanic/Latin/Mexican,Alley,Invest Cont,1100 Maple Av,34.0371,-118.2551,Knife With Blade 6inches Or Less,Data Missing,Adult,0,1 day,2019-12-30,2020-01-01,16-18
9367,1853,201204274,2020-01-05,2020-01-05,1970-01-01 05:00:00,12,77th Street,1213,1,220,Attempted Robbery,0302 0321 0355,68,Male,Hispanic/Latin/Mexican,Sidewalk,Invest Cont,Slauson Av,33.9891,-118.3126,Revolver,RUTHELEN                     ST,Old,0,1 day,2019-12-30,2020-01-01,4-6
9368,2290,202004238,2020-01-06,2020-01-05,1970-01-01 10:00:00,20,Olympic,2017,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Catalina,34.0727,-118.2954,Data Missing,1ST                          ST,Unknown,1,2 days,2019-12-30,2020-01-01,10-12
9369,2372,201704260,2020-01-06,2020-01-06,1970-01-01 14:15:00,17,Devonshire,1785,1,440,Theft Plain - Petty,0344 2032,30,Male,Black,Health Spa/gym,Invest Cont,9100 Reseda Bl,34.2355,-118.5361,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,14-16
9370,2538,200104474,2020-01-07,2020-01-06,1970-01-01 18:30:00,1,Central,162,2,888,Trespassing,2004 1501,34,Female,Black,Department Store,Invest Cont,700 S Flower St,34.0487,-118.2588,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,18-20
9371,2617,200504312,2020-01-07,2020-01-07,1970-01-01 12:25:00,5,Harbor,514,1,230,Assault With Deadly Weapon- Aggravated Assault,0360 1202 0416 0334 2024 0443 0913 0602,73,Female,White,Single Family Dwelling,Invest Cont,1100 W Don St,33.7977,-118.2763,Other Knife,Data Missing,Old,0,1 day,2020-01-06,2020-01-01,12-14
9372,2819,201304314,2020-01-07,2020-01-07,1970-01-01 06:38:00,13,Newton,1309,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,1500 S Alameda St,34.0236,-118.2393,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,6-8
9373,2831,202104269,2020-01-07,2020-01-07,1970-01-01 15:00:00,21,Topanga,2105,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0394 1402 0907,48,Male,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Arrest,8600 International Av,34.2258,-118.5994,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,14-16
9374,2930,201904274,2020-01-07,2020-01-06,1970-01-01 19:30:00,19,Mission,1993,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Roscoe,34.2215,-118.4588,Data Missing,BRIMFIELD,Unknown,1,2 days,2020-01-06,2020-01-01,18-20
9375,3107,200904338,2020-01-08,2020-01-07,1970-01-01 21:00:00,9,Van Nuys,911,1,331,Theft From Motor Vehicle - Grand,0344 1202 0385,68,Male,White,Street,Invest Cont,6600 Langdon Av,34.1906,-118.4692,Data Missing,Data Missing,Old,1,2 days,2020-01-06,2020-01-01,20-22
9376,3275,201604297,2020-01-08,2020-01-08,1970-01-01 06:00:00,16,Foothill,1693,2,745,Vandalism - Misdeameanor,0329 1300,25,Female,White,"Vehicle, Passenger/truck",Invest Cont,7500 Whitsett Av,34.2121,-118.4021,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,6-8
9377,3552,200304488,2020-01-09,2020-01-09,1970-01-01 06:30:00,3,Southwest,351,1,330,Burglary From Vehicle,0344 1300 1601 0329,27,Male,Hispanic/Latin/Mexican,"Vehicle, Passenger/truck",Invest Cont,5000 Obama Bl,34.023,-118.351,Data Missing,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,6-8
9378,3584,200504417,2020-01-09,2020-01-09,1970-01-01 07:30:00,5,Harbor,509,1,420,Theft From Motor Vehicle - Petty,Data Missing,0,Unknown,Data Missing,Parking Lot,Invest Cont,1400 W Lomita Bl,33.7978,-118.3011,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,6-8
9379,3655,200604407,2020-01-09,2020-01-09,1970-01-01 19:30:00,6,Hollywood,644,1,230,Assault With Deadly Weapon- Aggravated Assault,1822 0400 0432 2004 0445 0334,57,Male,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,1400 N Poinsettia Pl,34.0962,-118.3483,Screwdriver,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,18-20
9380,3668,201104374,2020-01-09,2020-01-09,1970-01-01 02:00:00,11,Northeast,1169,2,626,Intimate Partner - Simple Assault,2000 0913 1813 0416,37,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Adult Other,5100 Echo St,34.1048,-118.1996,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,2-4
9381,3817,201904421,2020-01-09,2020-01-01,1970-01-01 12:00:00,19,Mission,1904,2,354,Theft Of Identity,0917 1822,66,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,14000 Fenton Ln,34.3253,-118.4393,Data Missing,Data Missing,Old,8,8-30 days,2019-12-30,2020-01-01,12-14
9382,3848,202004406,2020-01-09,2020-01-09,1970-01-01 13:30:00,20,Olympic,2019,1,442,Shoplifting - Petty Theft,0344 2004,0,Unknown,Unknown,Liquor Store,Invest Cont,3600 Beverly Bl,34.0749,-118.2868,Data Missing,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,12-14
9383,3957,201304467,2020-01-09,2020-01-07,1970-01-01 14:00:00,13,Newton,1325,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Driveway,Invest Cont,1200 E Adams Bl,34.0177,-118.2525,Data Missing,Data Missing,Unknown,2,3-7 days,2020-01-06,2020-01-01,14-16
9384,4169,200604408,2020-01-10,2020-01-09,1970-01-01 07:00:00,6,Hollywood,639,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Adult Other,5300 Russell Av,34.1042,-118.305,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,6-8
9385,4217,201004370,2020-01-10,2020-01-09,1970-01-01 19:00:00,10,West Valley,1035,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,17700 Vanowen St,34.1939,-118.5186,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,18-20
9386,4319,201604413,2020-01-10,2020-01-10,1970-01-01 15:40:00,16,Foothill,1639,2,624,Battery - Simple Assault,1202 0416,73,Male,White,Single Family Dwelling,Adult Arrest,10300 Glory Av,34.2559,-118.281,Strong-arm,Data Missing,Old,0,1 day,2020-01-06,2020-01-01,16-18
9387,4468,201204744,2020-01-10,2020-01-10,1970-01-01 15:25:00,12,77th Street,1258,2,623,Battery Police,2004 0356 1212 0917,0,Male,Hispanic/Latin/Mexican,Police Facility,Adult Arrest,7600 S Broadway,33.9708,-118.2783,Strong-arm,Data Missing,Unknown,0,1 day,2020-01-06,2020-01-01,14-16
9388,4669,201104500,2020-01-11,2020-01-11,1970-01-01 22:30:00,11,Northeast,1142,2,745,Vandalism - Misdeameanor,0329,22,Male,Hispanic/Latin/Mexican,Street,Adult Other,Vermont Av,34.1045,-118.2918,Data Missing,RUSSELL                      AV,Adult,0,1 day,2020-01-06,2020-01-01,22-24
9389,4699,200404408,2020-01-11,2020-01-11,1970-01-01 00:45:00,4,Hollenbeck,497,1,236,Intimate Partner - Aggravated Assault,0913 2000 1814 0408 2004,41,Female,Hispanic/Latin/Mexican,Single Family Dwelling,Invest Cont,2900 Sussex Ln,34.0229,-118.2154,Strong-arm,Data Missing,Adult,0,1 day,2020-01-06,2020-01-01,0-2
9390,5320,201904494,2020-01-12,2020-01-10,1970-01-01 18:00:00,19,Mission,1982,1,330,Burglary From Vehicle,0344 1307 1402,38,Male,Hispanic/Latin/Mexican,Street,Invest Cont,8800 N Sepulveda Bl,34.2297,-118.4676,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-06,2020-01-01,18-20
9391,5403,201304619,2020-01-12,2020-01-11,1970-01-01 23:30:00,13,Newton,1343,2,930,Criminal Threats - No Weapon Displayed,0913 2000 1814 0421 0432,19,Female,Hispanic/Latin/Mexican,Sidewalk,Adult Arrest,4000 S Central Av,34.0114,-118.2624,Verbal Threat,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,22-24
9392,5406,201204787,2020-01-12,2020-01-11,1970-01-01 17:00:00,12,77th Street,1267,1,330,Burglary From Vehicle,0358 0344,38,Male,Hispanic/Latin/Mexican,Street,Invest Cont,900 W 85th St,33.9613,-118.2893,Data Missing,Data Missing,Adult,1,2 days,2020-01-06,2020-01-01,16-18
9393,5594,201004504,2020-01-13,2020-01-13,1970-01-01 12:50:00,10,West Valley,1025,1,236,Intimate Partner - Aggravated Assault,0334 1813 2000 1407 1419 0913,36,Female,Other,Single Family Dwelling,Adult Arrest,7100 White Oak Av,34.1975,-118.5273,Hand Gun,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,12-14
9394,5658,200806012,2020-01-13,2020-01-11,1970-01-01 15:00:00,8,West LA,885,1,330,Burglary From Vehicle,0358 1302 0344 1822 0385,48,Male,White,Street,Invest Cont,2500 Overland Av,34.0404,-118.4237,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-06,2020-01-01,14-16
9395,5749,202104621,2020-01-13,2020-01-12,1970-01-01 19:00:00,21,Topanga,2158,1,310,Burglary,0344 1607 1605,0,Male,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,21000 Erwin St,34.1827,-118.5903,Data Missing,Data Missing,Unknown,1,2 days,2020-01-06,2020-01-01,18-20
9396,6040,200204639,2020-01-14,2020-01-06,1970-01-01 14:00:00,2,Rampart,269,1,440,Theft Plain - Petty,0344 0394,24,Female,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,700 Garland Av,34.0517,-118.2663,Data Missing,Data Missing,Adult,8,8-30 days,2020-01-06,2020-01-01,14-16
9397,6188,201104548,2020-01-14,2020-01-14,1970-01-01 06:40:00,11,Northeast,1132,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,3600 Holboro Dr,34.1168,-118.2761,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,6-8
9398,6299,202004589,2020-01-14,2020-01-05,1970-01-01 08:00:00,20,Olympic,2022,2,354,Theft Of Identity,1822 0930,25,Female,Hispanic/Latin/Mexican,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,300 S Manhattan Pl,34.069,-118.3104,Data Missing,Data Missing,Adult,9,8-30 days,2019-12-30,2020-01-01,8-10
9399,6336,202004592,2020-01-14,2020-01-10,1970-01-01 12:00:00,20,Olympic,2054,2,354,Theft Of Identity,0100,39,Female,Korean,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,900 S Ardmore Av,34.0539,-118.3021,Data Missing,Data Missing,Adult,4,3-7 days,2020-01-06,2020-01-01,12-14
9400,6417,201804697,2020-01-14,2020-01-09,1970-01-01 10:00:00,18,Southeast,1823,1,520,Vehicle - Attempt Stolen,0385 1300 1822 0329,45,Female,Hispanic/Latin/Mexican,Street,Invest Cont,10100 S San Pedro St,33.9447,-118.2695,Data Missing,Data Missing,Adult,5,3-7 days,2020-01-06,2020-01-01,10-12
9401,6449,201304714,2020-01-14,2020-01-14,1970-01-01 02:00:00,13,Newton,1323,1,330,Burglary From Vehicle,0344,48,Male,Black,Driveway,Invest Cont,700 E 22nd St,34.0249,-118.2592,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,2-4
9402,6837,201804759,2020-01-15,2020-01-15,1970-01-01 13:10:00,18,Southeast,1842,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Driveway,Invest Cont,11200 S Broadway,33.933,-118.2783,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,12-14
9403,6842,201504681,2020-01-15,2020-01-13,1970-01-01 10:00:00,15,N Hollywood,1543,1,341,Theft-grand Excpt-guns-fowl-livestk-prod,0344,0,Male,Other,Street,Invest Cont,Whitsett,34.1712,-118.4052,Data Missing,ALBERS                       ST,Unknown,2,3-7 days,2020-01-13,2020-01-01,10-12
9404,7014,201504696,2020-01-15,2020-01-06,1970-01-01 16:30:00,15,N Hollywood,1527,1,343,Shoplifting-grand Theft,0325 0352,0,Male,White,Department Store,Invest Cont,11000 Victory Bl,34.1867,-118.3703,Data Missing,Data Missing,Unknown,9,8-30 days,2020-01-06,2020-01-01,16-18
9405,7020,200105044,2020-01-15,2020-01-15,1970-01-01 07:20:00,1,Central,195,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Adult Arrest,16th St,34.0324,-118.2605,Data Missing,SANTEE                       ST,Unknown,0,1 day,2020-01-13,2020-01-01,6-8
9406,7174,201904694,2020-01-16,2020-01-15,1970-01-01 21:30:00,19,Mission,1901,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,Foothill,34.3193,-118.4871,Data Missing,BALBOA,Unknown,1,2 days,2020-01-13,2020-01-01,20-22
9407,7858,200604762,2020-01-17,2020-01-17,1970-01-01 16:10:00,6,Hollywood,636,2,930,Criminal Threats - No Weapon Displayed,0421 1402,46,Male,White,"Coffee Shop (starbucks, Coffee Bean, Peet's, Etc.)",Adult Arrest,1800 N Cahuenga Bl,34.104,-118.3297,Unknown Weapon/other Weapon,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,16-18
9408,7982,201504840,2020-01-17,2020-01-17,1970-01-01 16:15:00,15,N Hollywood,1549,2,624,Battery - Simple Assault,0400,21,Male,White,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Arrest,5400 Tujunga Av,34.1689,-118.379,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,16-18
9409,8152,201004657,2020-01-17,2020-01-16,1970-01-01 22:00:00,10,West Valley,1021,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Adult Arrest,19500 Hartland St,34.1947,-118.5579,Data Missing,Data Missing,Unknown,1,2 days,2020-01-13,2020-01-01,22-24
9410,8296,200604834,2020-01-18,2020-01-18,1970-01-01 00:30:00,6,Hollywood,668,2,624,Battery - Simple Assault,0400 0444 0416,23,Male,Hispanic/Latin/Mexican,Night Club (open Evenings Only),Invest Cont,1100 N Western Av,34.0944,-118.3125,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,0-2
9411,8337,201104741,2020-01-18,2020-01-17,1970-01-01 17:40:00,11,Northeast,1142,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Parking Lot,Invest Cont,1900 Rodney Dr,34.1054,-118.2889,Data Missing,Data Missing,Unknown,1,2 days,2020-01-13,2020-01-01,18-20
9412,8579,201205166,2020-01-18,2020-01-18,1970-01-01 03:30:00,12,77th Street,1265,2,626,Intimate Partner - Simple Assault,1309 2000 1814 0416 0419 0913,34,Female,Black,"Vehicle, Passenger/truck",Adult Other,84th St,33.9627,-118.2917,Strong-arm,VERMONT,Adult,0,1 day,2020-01-13,2020-01-01,2-4
9413,8710,200205037,2020-01-19,2020-01-19,1970-01-01 14:30:00,2,Rampart,201,2,946,Other Miscellaneous Crime,0913 0603,26,Female,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,1000 N Mariposa Av,34.0891,-118.2992,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,14-16
9414,8729,200305402,2020-01-19,2020-01-19,1970-01-01 10:01:00,3,Southwest,311,1,440,Theft Plain - Petty,1238 0344 2032 1202,59,Female,Black,Other Business,Invest Cont,5700 W Jefferson Bl,34.0291,-118.3669,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,10-12
9415,8835,201004777,2020-01-19,2020-01-19,1970-01-01 14:40:00,10,West Valley,1001,2,649,Document Forgery / Stolen Felony,1900,36,Male,Other,Single Family Dwelling,Adult Arrest,18900 Saticoy St,34.2143,-118.5534,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,14-16
9416,8839,200804869,2020-01-19,2020-01-19,1970-01-01 00:05:00,8,West LA,882,2,901,Violation Of Restraining Order,2038 0913,24,Female,White,Single Family Dwelling,Adult Arrest,11500 La Grange Av,34.0393,-118.4465,Data Missing,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,0-2
9417,9013,201405151,2020-01-19,2020-01-19,1970-01-01 00:10:00,14,Pacific,1469,2,888,Trespassing,1501,0,Unknown,Unknown,Parking Lot,Juv Other,5800 W Centinela Av,33.9767,-118.3838,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,0-2
9418,9021,201305102,2020-01-19,2020-01-19,1970-01-01 19:00:00,13,Newton,1381,2,626,Intimate Partner - Simple Assault,2000 0446 1243 1813,28,Female,Black,"Multi-unit Dwelling (apartment, Duplex, Etc)",Adult Other,300 W 59th Pl,33.986,-118.2783,Strong-arm,Data Missing,Adult,0,1 day,2020-01-13,2020-01-01,18-20
9419,9037,201405058,2020-01-19,2020-01-19,1970-01-01 07:51:00,14,Pacific,1485,1,343,Shoplifting-grand Theft,0344,0,Unknown,Unknown,Drug Store,Invest Cont,8600 S Sepulveda Bl,33.9579,-118.402,Data Missing,Data Missing,Unknown,0,1 day,2020-01-13,2020-01-01,8-10
9420,9224,200305188,2020-01-20,2020-01-18,1970-01-01 00:04:00,3,Southwest,395,2,740,Vandalism - Felony,0329 1300,19,Unknown,Unknown,Parking Lot,Invest Cont,1500 W Martin Luther King Jr Bl,34.0109,-118.3112,Data Missing,Data Missing,Adult,2,3-7 days,2020-01-13,2020-01-01,0-2
9421,9457,202004920,2020-01-20,2020-01-20,1970-01-01 09:00:00,20,Olympic,2054,2,624,Battery - Simple Assault,0444 0603 0913,45,Female,Other,"Multi-unit Dwelling (apartment, Duplex, Etc)",Invest Cont,900 S Normandie Av,34.0527,-118.3021,Strong-arm,Data Missing,Adult,0,1 day,2020-01-20,2020-01-01,8-10
9422,9663,201504879,2020-01-20,2020-01-17,1970-01-01 18:00:00,15,N Hollywood,1595,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,3800 Buena Park Dr,34.1389,-118.3881,Data Missing,Data Missing,Unknown,3,3-7 days,2020-01-13,2020-01-01,18-20
9423,9781,200404787,2020-01-21,2020-01-21,1970-01-01 11:30:00,4,Hollenbeck,456,1,510,Vehicle - Stolen,Data Missing,0,Unknown,Data Missing,Street,Invest Cont,2700 Winter St,34.0491,-118.2016,Data Missing,Data Missing,Unknown,0,1 day,2020-01-20,2020-01-01,10-12
9424,196,201204038,2020-01-01,2020-01-01,1970-01-01 08:00:00,12,77th Street,1204,1,350,Theft- Person,0346 0344,30,Male,Hispanic/Latin/Mexican,Street,Juv Arrest,Vernon,34.0037,-118.3002,Data Missing,NORMANDIE,Adult,0,1 day,2019-12-30,2020-01-01,8-10
