,dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,status,status_desc,crm_cd_1,crm_cd_2,location,lat,lon,weapon_used_cd,weapon_desc,cross_street,crm_cd_3,crm_cd_4
4389,201804478,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,225,18,Southeast,1881,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,57,M,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,440.0,,16300 S  VERMONT                      AV,33.8834,-118.2913,,,,,
4390,202004461,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2140,20,Olympic,2091,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 1814 0416 0446 1309 1310 0429 0418,21,F,B,101.0,STREET,IC,Invest Cont,236.0,,WESTERN,34.0389,-118.309,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",20TH                         ST,,
4391,201804521,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1755,18,Southeast,1805,1,350,"THEFT, PERSON",1822 0344 0305 0346,60,F,H,109.0,PARK/PLAYGROUND,IC,Invest Cont,350.0,,400 E  89TH                         ST,33.9556,-118.2682,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4392,201404667,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,700,14,Pacific,1400,1,480,BIKE - STOLEN,0344,63,M,O,101.0,STREET,IC,Invest Cont,480.0,,MILDRED                      AV,33.9867,-118.4703,,,CANAL                        ST,,
4393,202104450,2020-01-10T00:00:00.000,2020-01-05T00:00:00.000,1200,21,Topanga,2157,1,310,BURGLARY,1607 0344,35,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,6700    ETON                         AV,34.1925,-118.5955,,,,,
4394,201904446,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1910,19,Mission,1974,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 0361 0305 0429 0447,45,F,B,116.0,OTHER/OUTSIDE,AO,Adult Other,624.0,,9000    WILLIS                       AV,34.2337,-118.4553,302.0,BLUNT INSTRUMENT,,,
4395,201204673,2020-01-10T00:00:00.000,2020-01-05T00:00:00.000,1022,12,77th Street,1232,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0319 0443 2021,50,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,930.0,,3600 W  59TH                         ST,33.9872,-118.3352,511.0,VERBAL THREAT,,,
4396,202104389,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,720,21,Topanga,2126,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,20800    STAGG                        ST,34.2112,-118.5858,,,,,
4397,201500538,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2100,15,N Hollywood,1525,1,761,BRANDISH WEAPON,1402 2000 0400 0421 0913 1814 1243 1414 0334,28,M,W,101.0,STREET,AO,Adult Other,626.0,761.0,6300    SIMPSON                      AV,34.1849,-118.3888,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,998.0,
4398,201804577,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2140,18,Southeast,1824,2,901,VIOLATION OF RESTRAINING ORDER,2038 0913 2004,62,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,901.0,,10300    MCKINLEY                     AV,33.9433,-118.2608,,,,,
4399,201604371,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,745,16,Foothill,1681,2,624,BATTERY - SIMPLE ASSAULT,1202 0447 1822,74,M,W,101.0,STREET,IC,Invest Cont,624.0,,8500    CRANFORD                     AV,34.2253,-118.401,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
4400,201504448,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2100,15,N Hollywood,1532,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,6100    SHADY GLADE                  AV,34.1813,-118.4019,,,,,
4401,201204718,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1000,12,77th Street,1233,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1802 0917 0319 0601 1309 0432 0914,44,M,B,401.0,MINI-MART,AA,Adult Arrest,930.0,,1700 W  SLAUSON                      AV,33.9891,-118.307,511.0,VERBAL THREAT,,,
4402,202104396,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2100,21,Topanga,2157,1,330,BURGLARY FROM VEHICLE,1609 0344 1307,32,M,W,102.0,SIDEWALK,IC,Invest Cont,330.0,,KITTRIDGE,34.1912,-118.5928,,,VARIEL,,
4403,201604384,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2125,16,Foothill,1622,1,761,BRANDISH WEAPON,1402 0334 0913,41,F,H,511.0,PROJECT/TENEMENT/PUBLIC HOUSING,IC,Invest Cont,761.0,998.0,11100    TAMARACK                     AV,34.2725,-118.4336,500.0,UNKNOWN WEAPON/OTHER WEAPON,,,
4404,201204683,2020-01-10T00:00:00.000,2020-01-05T00:00:00.000,1530,12,77th Street,1265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1812 0416 0446 0334 0445 0443 0429 0408 0913,29,F,B,107.0,VACANT LOT,IC,Invest Cont,230.0,,1200 W  MANCHESTER                   AV,33.96,-118.2959,312.0,PIPE/METAL PIPE,,,
4405,201704470,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1340,17,Devonshire,1782,2,624,BATTERY - SIMPLE ASSAULT,0444 0416 0556 0913 0602,19,F,H,108.0,PARKING LOT,AA,Adult Arrest,624.0,,19500    PARTHENIA                    ST,34.2312,-118.5632,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4406,202104387,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,15,21,Topanga,2146,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0400 0431,19,M,H,108.0,PARKING LOT,AO,Adult Other,230.0,,21100    SHERMAN                      WY,34.2011,-118.5928,512.0,MACE/PEPPER SPRAY,,,
4407,202104419,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2030,21,Topanga,2139,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,20200    SHERMAN                      WY,34.2047,-118.5688,,,,,
4408,201304526,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1900,13,Newton,1385,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329,73,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,,6100    AVALON                       BL,33.9843,-118.2652,,,,,
4409,202104462,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1800,21,Topanga,2145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,59,F,O,119.0,"PORCH, RESIDENTIAL",IC,Invest Cont,440.0,,6500    SHOUP                        AV,34.1889,-118.6146,,,,,
4410,201704456,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1500,17,Devonshire,1705,1,320,"BURGLARY, ATTEMPTED",1609 1300 1822 1402 1414,58,M,O,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,320.0,,13000    JOLETTE                      AV,34.3052,-118.516,,,,,
4411,201404602,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2030,14,Pacific,1409,1,330,BURGLARY FROM VEHICLE,0344 1300,55,F,W,707.0,GARAGE/CARPORT,IC,Invest Cont,330.0,,3600    HUGHES                       AV,34.0277,-118.4021,,,,,
4412,201404598,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2330,14,Pacific,1437,1,330,BURGLARY FROM VEHICLE,0344 1300 1606,38,F,H,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,330.0,,3500 S  BENTLEY                      AV,34.02,-118.4207,,,,,
4413,201904439,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,500,19,Mission,1906,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,AA,Adult Arrest,510.0,,13600    ASTORIA                      ST,34.3199,-118.4293,,,,,
4414,201204666,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,650,12,77th Street,1239,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,5900 S  FIGUEROA                     ST,33.9874,-118.2827,,,,,
4415,201804484,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,300,18,Southeast,1824,2,623,BATTERY POLICE (SIMPLE),1212 0416 2002 0356 0400,0,M,A,101.0,STREET,AA,Adult Arrest,623.0,,800 E  103RD                        ST,33.9433,-118.2608,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4416,201204668,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,330,12,77th Street,1249,2,890,FAILURE TO YIELD,1309,0,X,X,101.0,STREET,AA,Adult Arrest,890.0,,FIGUEROA                     AV,33.9807,-118.2827,307.0,VEHICLE,65TH                         ST,,
4417,201204669,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,620,12,77th Street,1204,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,4400 S  BUDLONG                      AV,34.0037,-118.2959,,,,,
4418,202004423,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,943,20,Olympic,2079,2,354,THEFT OF IDENTITY,0100 1822,31,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354.0,,2200 W  15TH                         ST,34.0453,-118.2864,,,,,
4419,201204692,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1000,12,77th Street,1218,2,946,OTHER MISCELLANEOUS CRIME,0913,22,F,H,501.0,SINGLE FAMILY DWELLING,AA,Adult Arrest,946.0,,900 W  52ND                         ST,33.9953,-118.2885,,,,,
4420,202004417,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1655,20,Olympic,2004,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202,84,F,A,717.0,HEALTH SPA/GYM,IC,Invest Cont,341.0,,300 N  OXFORD                       AV,34.0763,-118.3079,,,,,
4421,201504519,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1830,15,N Hollywood,1585,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344,0,M,W,403.0,DRUG STORE,IC,Invest Cont,442.0,,10900    VENTURA                      BL,34.143,-118.3727,,,,,
4422,202104412,2020-01-10T00:00:00.000,2020-01-05T00:00:00.000,1200,21,Topanga,2173,2,649,DOCUMENT FORGERY / STOLEN FELONY,0923,71,M,W,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,649.0,,22900    COLLINS                      ST,34.1738,-118.6252,,,,,
4423,201604385,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2200,16,Foothill,1656,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,30,M,H,101.0,STREET,IC,Invest Cont,420.0,,10200    WHITEGATE                    AV,34.2544,-118.3044,,,,,
4424,201504483,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1550,15,N Hollywood,1549,2,624,BATTERY - SIMPLE ASSAULT,0400,27,M,O,203.0,OTHER BUSINESS,IC,Invest Cont,624.0,,5500    VINELAND                     AV,34.17,-118.3703,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4425,201604368,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1730,16,Foothill,1693,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,WHITSETT                     AV,34.2121,-118.4053,,,STAGG                        ST,,
4426,201804536,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2130,18,Southeast,1837,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,62,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,740.0,,1700 E  112TH                        ST,33.933,-118.2434,,,,,
4427,201704471,2020-01-10T00:00:00.000,2020-01-05T00:00:00.000,2230,17,Devonshire,1747,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0311,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,740.0,,16800    KINGSBURY                    ST,34.2632,-118.4979,,,,,
4428,201504463,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,600,15,N Hollywood,1502,1,510,VEHICLE - STOLEN,,0,,,121.0,YARD (RESIDENTIAL/BUSINESS),IC,Invest Cont,510.0,,7500    BELLAIRE                     AV,34.2069,-118.4097,,,,,
4429,201704439,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2130,17,Devonshire,1701,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1212 0444 1822 1300,55,M,W,108.0,PARKING LOT,IC,Invest Cont,624.0,,20300    SORRENTO                     LN,34.2782,-118.5774,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4430,201904493,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1945,19,Mission,1989,2,888,TRESPASSING,,44,M,X,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,Invest Cont,888.0,,13200    ROSCOE                       BL,34.2217,-118.4206,,,,,
4431,201904455,2020-01-10T00:00:00.000,2020-01-01T00:00:00.000,2030,19,Mission,1905,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,44,M,A,247.0,CAR WASH,IC,Invest Cont,740.0,,13900    FOOTHILL                     BL,34.3155,-118.4343,,,,,
4432,201904448,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1200,19,Mission,1954,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,21,M,H,404.0,DEPARTMENT STORE,IC,Invest Cont,930.0,,10400 N  SEPULVEDA                    BL,34.2591,-118.4674,511.0,VERBAL THREAT,,,
4433,201404594,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,930,14,Pacific,1489,1,330,BURGLARY FROM VEHICLE,0344 1300 1609,37,M,W,108.0,PARKING LOT,IC,Invest Cont,330.0,,5500 W  CENTURY                      BL,33.949,-118.3744,,,,,
4434,201404574,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2200,14,Pacific,1467,1,310,BURGLARY,0344 0394,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,310.0,,6000    CENTER                       DR,33.9759,-118.3897,,,,,
4435,202104418,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1415,21,Topanga,2144,2,813,CHILD ANNOYING (17YRS & UNDER),1402,0,F,W,109.0,PARK/PLAYGROUND,IC,Invest Cont,813.0,998.0,22600    VANOWEN                      ST,34.1937,-118.6192,,,,,
4436,201504476,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1315,15,N Hollywood,1549,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0910 0345 1218,54,F,W,913.0,MTA - RED LINE - NORTH HOLLYWOOD,IC,Invest Cont,440.0,,LANKERSHIM                   BL,34.1689,-118.377,,,CHANDLER                     BL,,
4437,201904452,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2120,19,Mission,1972,1,761,BRANDISH WEAPON,0334 0361 0913,32,M,H,104.0,DRIVEWAY,AO,Adult Other,761.0,,9000    BURNET                       AV,34.2337,-118.4632,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,,,
4438,201404634,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1400,14,Pacific,1431,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1218 0445 0342 1822,54,M,W,117.0,BEACH,IC,Invest Cont,230.0,,1600    OCEAN FRONT                  WK,33.9869,-118.4736,312.0,PIPE/METAL PIPE,,,
4439,201704472,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1800,17,Devonshire,1777,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 0311,50,F,O,101.0,STREET,IC,Invest Cont,740.0,,9400    HAYVENHURST                  AV,34.2412,-118.4937,,,,,
4440,201404587,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1300,14,Pacific,1444,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,20,M,O,710.0,OTHER PREMISE,AA,Adult Arrest,341.0,,4000    LINCOLN                      BL,33.9905,-118.4478,,,,,
4441,201704455,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1925,17,Devonshire,1764,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,IC,Invest Cont,420.0,,9300    TAMPA                        AV,34.244,-118.5583,,,,,
4442,211104263,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,100,11,Northeast,1116,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913,38,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626.0,,5300    IRVINGTON                    PL,34.1155,-118.2009,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4443,201804500,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1600,18,Southeast,1871,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0602 0554,37,F,B,501.0,SINGLE FAMILY DWELLING,IC,Invest Cont,930.0,,700 W  142ND                        ST,33.9029,-118.2872,511.0,VERBAL THREAT,,,
4444,201604376,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1200,16,Foothill,1681,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,26,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,,8400    LAUREL CANYON                BL,34.2233,-118.3964,,,,,
4445,201204719,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1000,12,77th Street,1233,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0914 0352 0344,44,M,B,401.0,MINI-MART,IC,Invest Cont,341.0,,1700 W  SLAUSON                      AV,33.9892,-118.3062,,,,,
4446,201504457,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,548,15,N Hollywood,1503,1,510,VEHICLE - STOLEN,,0,,,707.0,GARAGE/CARPORT,IC,Invest Cont,510.0,,12100    HART                         ST,34.1976,-118.3965,,,,,
4447,201404592,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,618,14,Pacific,1474,1,471,TILL TAP - PETTY ($950 & UNDER),0344,0,X,X,710.0,OTHER PREMISE,IC,Invest Cont,471.0,,8400    LINCOLN                      BL,33.9616,-118.4208,,,,,
4448,201204743,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1500,12,77th Street,1245,2,623,BATTERY POLICE (SIMPLE),2004 0356 1212 0917,0,M,H,102.0,SIDEWALK,AA,Adult Arrest,623.0,,1400 W  62ND                         ST,33.9833,-118.3002,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4449,201704468,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1830,17,Devonshire,1785,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1501 0344,35,M,H,205.0,GUN/SPORTING GOODS,IC,Invest Cont,442.0,,9100    RESEDA                       BL,34.2355,-118.5361,,,,,
4450,201204714,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2100,12,77th Street,1208,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,35,F,H,101.0,STREET,IC,Invest Cont,624.0,,49TH                         ST,33.9987,-118.2827,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",FIGUEROA                     ST,,
4451,201204685,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1700,12,77th Street,1255,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307,50,M,B,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,745.0,,1400 W  FLORENCE                     AV,33.9746,-118.3003,,,,,
4452,201504470,2020-01-10T00:00:00.000,2020-01-01T00:00:00.000,830,15,N Hollywood,1567,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1402 0344 1803,0,M,W,242.0,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",AO,Adult Other,670.0,998.0,4300    LANKERSHIM                   BL,34.1481,-118.3644,,,,,
4453,201504452,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1800,15,N Hollywood,1529,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,6100    CAHUENGA                     BL,34.1811,-118.3615,,,,,
4454,201404814,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2027,14,Pacific,1407,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,35,F,W,101.0,STREET,IC,Invest Cont,440.0,,3600    CLARINGTON                   AV,34.0269,-118.4037,,,,,
4455,202104463,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,2200,21,Topanga,2157,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,37,M,H,101.0,STREET,IC,Invest Cont,745.0,,6800    INDEPENDENCE                 AV,34.1938,-118.5906,,,,,
4456,201404583,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,950,14,Pacific,1472,2,624,BATTERY - SIMPLE ASSAULT,0416,34,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,624.0,,300    PERSHING                     DR,33.9594,-118.4478,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4457,201404632,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,1030,14,Pacific,1407,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300 1606,33,M,W,707.0,GARAGE/CARPORT,IC,Invest Cont,420.0,,3500 S  VINTON                       AV,34.027,-118.4074,,,,,
4458,202004469,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,10,20,Olympic,2063,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 1814 2000 0408 0416 0446 0432,40,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,Adult Arrest,626.0,,1200 S  WESTERN                      AV,34.0491,-118.3091,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4459,201804555,2020-01-10T00:00:00.000,2020-01-02T00:00:00.000,2230,18,Southeast,1823,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 2004 1309 1307 1609,69,M,H,101.0,STREET,IC,Invest Cont,420.0,,SAN PEDRO                    ST,33.9511,-118.2695,,,94TH                         ST,,
4460,202004409,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2100,20,Olympic,2019,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,,1ST                          ST,34.0728,-118.2917,,,VERMONT                      AV,,
4461,201204740,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2200,12,77th Street,1245,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0914 2004 1822 0329 1307,26,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",AO,Adult Other,745.0,,6500 S  NORMANDIE                    AV,33.9806,-118.3003,,,,,
4462,201804518,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1530,18,Southeast,1849,2,624,BATTERY - SIMPLE ASSAULT,0416 1822 0216 1310,49,M,H,101.0,STREET,IC,Invest Cont,624.0,,115TH,33.9297,-118.2305,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",GORMAN,,
4463,201904443,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,2150,19,Mission,1969,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,51,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740.0,,13100    BRANFORD                     ST,34.2429,-118.425,,,,,
4464,201504515,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1735,15,N Hollywood,1548,2,624,BATTERY - SIMPLE ASSAULT,0400,37,M,H,101.0,STREET,IC,Invest Cont,624.0,,MAGNOLIA                     BL,34.1649,-118.3704,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",VINELAND                     AV,,
4465,202104425,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1855,21,Topanga,2143,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,26,M,X,404.0,DEPARTMENT STORE,IC,Invest Cont,442.0,,6400    FALLBROOK                    AV,34.1883,-118.6274,,,,,
4466,201404597,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,550,14,Pacific,1415,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,46,M,W,101.0,STREET,IC,Invest Cont,740.0,,1100    ROSE                         AV,34.005,-118.461,,,,,
4467,202104461,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1805,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2024 0325 0352,50,M,W,404.0,DEPARTMENT STORE,IC,Invest Cont,343.0,,6600    TOPANGA CANYON               BL,34.1905,-118.6059,,,,,
4468,201204744,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1525,12,77th Street,1258,2,623,BATTERY POLICE (SIMPLE),2004 0356 1212 0917,0,M,H,726.0,POLICE FACILITY,AA,Adult Arrest,623.0,,7600 S  BROADWAY,33.9708,-118.2783,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
4469,201904420,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,135,19,Mission,1917,1,330,BURGLARY FROM VEHICLE,1606,22,F,H,101.0,STREET,IC,Invest Cont,330.0,,13100    BROMONT                      AV,34.3097,-118.4365,,,,,
4470,201904417,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,200,19,Mission,1981,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,IC,Invest Cont,510.0,998.0,15400    RAYEN                        ST,34.2319,-118.4676,,,,,
4471,202004436,2020-01-10T00:00:00.000,2020-01-10T00:00:00.000,1720,20,Olympic,2062,1,761,BRANDISH WEAPON,1822 0334,31,M,H,101.0,STREET,IC,Invest Cont,761.0,,GRAMERCY                     PL,34.0526,-118.3133,200.0,KNIFE WITH BLADE 6INCHES OR LESS,OLYMPIC,,
4472,202004430,2020-01-10T00:00:00.000,2020-01-08T00:00:00.000,1440,20,Olympic,2004,2,888,TRESPASSING,1501,0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,888.0,,300 N  HOBART                       BL,34.0763,-118.3054,,,,,
4473,201204670,2020-01-10T00:00:00.000,2020-01-09T00:00:00.000,200,12,77th Street,1265,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1813 0416 0446 0408 0913,30,F,B,501.0,SINGLE FAMILY DWELLING,AO,Adult Other,236.0,,1000 W  80TH                         ST,33.9665,-118.2929,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",,,
